id,title,company,location,country,category,contract_type,contract_time,salary_min,salary_max,date_posted,description,role_category,search_query,url
de_5708353171,Senior Engineer Machine Learning / AI (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Germany,IT-Stellen,,,,,2026-04-23,"Hallo, lass uns WIR sagen! Wir - die HUK-COBURG Versicherungsgruppe - zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/land/ad/5708353171?se=fGsxxrpK8RGTdPGqJhi0KQ&utm_medium=api&utm_source=c5693b3d&v=F25D5F2D836EF46E2CCF5A1EDA467AA7133032FB
de_5722278756,AI & Machine Learning Engineer (all genders),SThree Germany,"Hausen, Frankfurt am Main",Germany,IT-Stellen,permanent,full_time,80000.0,95000.0,2026-05-08,"AI & Machine Learning Engineer (all genders) Unbefristet | Vollzeit | Teilweise Remote | Deutschlandweit Im Auftrag eines renommierten, international agierenden IT‑Dienstleisters mit starkem Fokus auf Digitalisierung, Nachhaltigkeit und langfristige Stabilität suche ich aktuell einen AI & Machine Learning Engineer (all genders) zur Verstärkung eines stark wachsenden AI‑Teams. Das Unternehmen begleitet namhafte Kunden - u. a. aus dem Versicherungs‑ und Finanzumfeld - bei der Umsetzung moderner d…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5722278756?utm_medium=api&utm_source=c5693b3d
de_5680334179,Digital Process Engineer – AI & Automation (KI-Engineer / Machine Learning Engineer / Wirtschaftsinformatiker / Informatiker o.Ä.) (m/w/d),GPE MedTech Systeme GmbH,"Dassow, Nordwestmecklenburg (Kreis)",Germany,Beraterstellen,,,,,2026-03-27,"Digital Process Engineer – AI & Automation (KI-Engineer / Machine Learning Engineer / Wirtschaftsinformatiker / Informatiker o.Ä.) (m/w/d) [](https://www.gpe-group.de/) * * * *GPE MedTech Systeme GmbH* Die GPE MedTech Systeme GmbH ist ein erfolgreiches, verantwortungsbewusstes und innovatives Unternehmen mit Fokus auf die Medizintechnik. Seit über 70 Jahren sind wir ein zuverlässiger Komponentenlieferant und langjähriger Systempartner für Kunden aus den Branchen Medizintechnik, Sicherheitstechn…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5680334179?utm_medium=api&utm_source=c5693b3d
de_5418313407,Senior AI / Machine Learning Engineer – Enterprise & On-Prem Systems,Nortal,Deutschland,Germany,IT-Stellen,permanent,full_time,,,2025-09-27,"Wir bei Nortal unterstützen den öffentlichen Sektor und Unternehmen dabei, KI nicht nur zu diskutieren, sondern produktiv und verantwortungsvoll einzusetzen. Wenn Du bei Themen wie LLMs, RAG-Architekturen und On-Prem-Deployments nicht an Spielerei, sondern an robuste, auditierbare Systeme denkst, passt Du gut zu uns. Wir suchen eine:n Senior AI / Machine Learning Engineer – Enterprise & On-Prem Systems (m/w/d) mit starkem Fokus auf Enterprise-AI-Systeme. In dieser Rolle entwickelst Du keine Dem…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5418313407?utm_medium=api&utm_source=c5693b3d
de_5698582069,AI & Machine Learning Engineer – Sensor Fusion & Situational Awareness - 2279 - Permanent,Collective.work,"Altstadt-Lehel, München",Germany,Sonstige/Allgemeine Stellen,permanent,full_time,65000.0,105000.0,2026-04-14,"Job description Salary: 65-105k€ (Annuel) AI & Machine Learning Engineer – Sensor Fusion & Situational Awareness M/F Contract type Permanent Location Greater Munich (Hybrid) Reference 2279 Contact About the recruiting company Our client is a European start-up specializing in electronic warfare, secure communications, and precision localization technologies for the defense sector. Key points of the position Reporting to the engineering team, you will develop advanced AI and machine learning algo…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5698582069?utm_medium=api&utm_source=c5693b3d
de_5104382632,Staff Machine Learning Engineer (AI Platform),Smartly,"Berlin, Deutschland",Germany,IT-Stellen,,full_time,,,2025-03-21,"We are looking for a Staff Machine Learning Engineer to join the AI PlatformTeam at Smartly! Our team works on helping marketers make the most of their ad creatives (images, video, text) and campaigns (product and performance data). We build and experiment with AI-based solutions across the media and creative workflows.You will have the opportunity to take ownership of and work on high impact projects. Join us in building high impact ML-based solutions to help our customers to build better and …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5104382632?utm_medium=api&utm_source=c5693b3d
de_5465188578,Senior Machine Learning Engineer (AI Platform),Smartly,"Berlin, Deutschland",Germany,IT-Stellen,,,,,2025-10-26,"We are looking for a Senior Machine Learning Engineer to join the AI Platform Team at Smartly! Our team works on helping marketers make the most of their ad creatives (images, video, text) and campaigns (product and performance data). We build and experiment with AI-based solutions across the media and creative workflows.You will have the opportunity to take ownership of and work on high impact projects. Join us in building high impact ML-based solutions to help our customers to build better an…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5465188578?utm_medium=api&utm_source=c5693b3d
de_5699490936,Senior Engineer Machine Learning / AI (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Germany,Unknown,,,,,2026-04-15,"Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Schäden digital und intelligent zu …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5699490936?utm_medium=api&utm_source=c5693b3d
de_5716854212,Senior Engineer Machine Learning / AI (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Germany,Unknown,,,,,2026-05-02,"Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte f&uuml;r &uuml;ber 13 Mio. Kund:innen. Als Deutschlands f&uuml;hrende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Sch&auml;den digital…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5716854212?utm_medium=api&utm_source=c5693b3d
de_5520212570,Senior Machine Learning/AI Engineer (m/w/d),Deutscher Sparkassen Verlag,Deutschland,Germany,IT-Stellen,,full_time,,,2025-11-30,"Du möchtest das Bezahlen der Zukunft mitgestalten und verändern? Dann werde Teil unseres Teams bei der S-Payment! Die S-Payment gehört zur DSV-Gruppe und ist der Taktgeber für alle Payment-Themen in der Sparkassen-Finanzgruppe. Wir erkennen Trends, setzen neue Impulse und bringen die Sparkassen mit innovativen Payment-Lösungen voran – und damit haben wir direkten Einfluss auf über 45 Millionen Endkund:innen. Wir entwickeln und vermarkten Payment-Lösungen sowohl für den PoS als auch für E- und M…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5520212570?utm_medium=api&utm_source=c5693b3d
de_5656741250,Machine Learning Engineer - AI Insights (gn) fulltime/parttime (hybrid),DKV Mobility Services,Deutschland,Germany,IT-Stellen,,full_time,,,2026-03-06,"Machine Learning Engineer - AI Insights (gn) fulltime/parttime (hybrid) Your job at DKV Mobility? As part of a leading European B2B platform for on-the-road payment solutions, you will work in an exciting environment. Our tasks are defined by our Purpose: To drive the transition towards an efficient and sustainable future of mobility. We offer you numerous opportunities to help shape the mobility of tomorrow in a dynamic and agile environment. Our approximately 2,700 employees throughout Europe…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5656741250?utm_medium=api&utm_source=c5693b3d
de_5722141320,Machine Learning Engineer - AI Trainer - Freelance - 8-20 hrs/week,10x Team,"Bernau bei Berlin, Barnim (Kreis)",Germany,IT-Stellen,contract,,170560.0,274560.0,2026-05-07,Updated: 27 April 2026 Freelance | 8–20 hrs/week | Remote (EU/UK) Are you an experienced machine learning engineer who instinctively spots gaps in AI reasoning and understands the complex realities of ML practice? Do you have 8 to 20 hours per week available alongside your main job or consulting projects? Join us in shaping how AI understands and applies machine learning expertise at scale. About the Role 10x.team connects expert freelancers with leading AI labs building next-generation models.…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5722141320?utm_medium=api&utm_source=c5693b3d
de_5720237767,AI Engineer,zellerfeld,"Bahrenfeld, Hamburg",Germany,Unknown,,full_time,,,2026-05-06,"Your mission To design, develop, and deploy innovative artificial intelligence and machine learning models that enhance our product capabilities, improve maintanance, drive user engagement, and solve complex business problems. The AI Engineer will be a key contributor to our company's growth and technological advancement. Key Responsibilities: Design, build, and maintain scalable and robust AI/ML models and pipelines. Collaborate with data scientists, software engineers, and product managers to…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5720237767?utm_medium=api&utm_source=c5693b3d
de_4977805107,Drone Pilot for AI Training and Data Collection,TSMG,"Berlin, Deutschland",Germany,IT-Stellen,,full_time,,,2024-12-14,"We are seeking an experienced and highly skilled Drone Pilot to assist in the development and training of AI models, specifically in the areas of computer vision, sensor fusion, and autonomous navigation. The ideal candidate will be responsible for collecting high-quality data in real-world environments, contributing to the optimization of AI algorithms that power autonomous systems. As a Drone Pilot for AI & Autonomous Systems Training, you will operate advanced drones to capture data essentia…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/4977805107?utm_medium=api&utm_source=c5693b3d
de_5606746873,Full Stack Engineer,Revive It Recruitment,Deutschland,Germany,Stellen aus Personal & Personalbeschaffung,,full_time,75000.0,100000.0,2026-01-30,"Job Description Senior Full-Stack Product Engineer - AI / Machine Learning Digital Health | AI-Driven Munich (Hybrid) - 2-3 days home office We’re partnered with a well-funded digital health start-up on a mission to transform care for chronically ill patients by combining on-site medical excellence with modern software, data and AI. This is a hands-on product engineering role where you’ll build real solutions used daily in clinical practice, not slideware, not “innovation theatre”. What you’ll …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5606746873?utm_medium=api&utm_source=c5693b3d
de_5698880042,Data Scientist - KI (m/w/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Germany,Unknown,,,,,2026-04-14,"Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Schäden digital und intelligent zu …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5698880042?utm_medium=api&utm_source=c5693b3d
de_5719989030,Machine Learning Engineer,Your Personal AI,Deutschland,Germany,IT-Stellen,,full_time,,,2026-05-06,"We are looking for a highly skilled and innovative Machine Learning Engineer to join our dynamic team at Your Personal AI . In this role, you will be responsible for designing, developing, and deploying state-of-the-art machine learning models that drive the core of our AI-driven solutions. You will collaborate closely with cross-functional teams to identify challenges, create scalable algorithms, and implement machine learning systems that solve real-world problems. Machine Learning Engineer a…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5719989030?utm_medium=api&utm_source=c5693b3d
de_5685848375,Computer Science M.Sc. (Duales Studium 2026/27) | HAM,Hochschule für angewandtes Management,"Leipzig (Kreis), Sachsen",Germany,Unknown,,,,,2026-04-01,"Direkt zum Studiengang Teamleiter, Projektmanager, Consultant… Deine Transformation zur IT-Führungskraft beginnt hier. „Die größere Gefahr für die meisten von uns liegt nicht darin, unsere Ziele zu hoch zu setzen und sie nicht zu erreichen, sondern unsere Ziele zu niedrig zu setzen und sie zu erreichen .“– Michelangelo Ein Master in Computer Science ermutigt dich , hoch zu zielen und deine Träume zu verwirklichen . In diesem Studiengang entwickelst du bahnbrechende KI-Algorithmen , extrahierst …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/land/ad/5685848375?se=fGsxxrpK8RGTdPGqJhi0KQ&utm_medium=api&utm_source=c5693b3d&v=8AB9427FABF1EA69F1AB4FF32C5438D1C8704A24
de_5709107590,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"München, München (Kreis)",Germany,Unknown,,,,,2026-04-24,Description Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. …,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5709107590?utm_medium=api&utm_source=c5693b3d
de_5709107588,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"Berlin, Deutschland",Germany,Unknown,,,,,2026-04-24,Description Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. …,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5709107588?utm_medium=api&utm_source=c5693b3d
de_5710007644,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"Berlin, Deutschland",Germany,Unknown,,,,,2026-04-25,Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. As an Applie…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5710007644?utm_medium=api&utm_source=c5693b3d
de_5710007658,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"München, München (Kreis)",Germany,Unknown,,,,,2026-04-25,Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. As an Applie…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5710007658?utm_medium=api&utm_source=c5693b3d
de_5710535791,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,Deutschland,Germany,IT-Stellen,,full_time,,,2026-04-25,Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. As an Applie…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5710535791?utm_medium=api&utm_source=c5693b3d
de_5719904570,Staff Backend Developer (Python),Rise Technical Recruitment,"Hamburg, Deutschland",Germany,Sonstige/Allgemeine Stellen,permanent,full_time,80000.0,110000.0,2026-05-06,"Senior Applied Research Engineer - Optimisation, Simulation & ML Hamburg - Permanent Employee, Full-Time, Hybrid (Monday & Friday remote) €80,000 - €110,000  Holiday  Flexible working hours Excellent opportunity for a Senior Applied Research Engineer to join an innovative start-up that is using data and AI to optimise the product planning and scheduling solutions for process manufacturing. This company uses technology and real-time data to create a planning system that increases client's profit…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5719904570?utm_medium=api&utm_source=c5693b3d
de_5330331653,AI Engineer,Hirefive,Deutschland,Germany,Unknown,,full_time,,,2025-07-31,"TITLE: AI Engineer (Junior or senior) LOCATION : Karlsruhe or Munich SALARY: From €50'000 to €90'000 depending on experience FLEXIBILITY: 3-4 days per week working from home COMPANY: Our client is a Series A funded Start-Up offering a cloud-based development and deployment platform that simplifies the process of building, deploying, and scaling applications. Their product transforms deployment into a developer-centric self-service experience, reducing time-to-market and costs. It eliminates the…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5330331653?utm_medium=api&utm_source=c5693b3d
de_5645437725,Principal Product Manager,Pipedrive,"Berlin, Deutschland",Germany,IT-Stellen,,full_time,,,2026-02-25,"We believe it takes great people to create a great product. That’s why our team lives our company values, and we hire based on them, too. Since 2010, Pipedrive has been on a mission to support sales and marketing teams with easy-to-use, powerful tools that make everyday work faster and easier. Today, our cloud-based software is trusted by over 100,000 companies and used in 179 countries. We have grown from a five-person team to a truly international company of over 850 people, representing more…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5645437725?utm_medium=api&utm_source=c5693b3d
de_5705715711,W2 Professorship for AI Infrastructure (f/m/d),Technische Hochschule Würzburg-Schweinfurt,"Würzburg, Würzburg (Kreis)",Germany,Unknown,,,,,2026-04-21,"The Technical University of Applied Sciences Würzburg-Schweinfurt (THWS) is one of the largest practice-oriented higher education institutions in Bavaria. With focus areas ranging from technology over social sciences and economics to design and languages, THWS covers a wide subject spectrum. We accompany around 9,300 students in more than 70 degree programmes on their educational path. We tackle the challenges to all of society, like the energy system transformation, or the climate crisis, with…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/land/ad/5705715711?se=Pnx1zbpK8RGHeeJAbmScBQ&utm_medium=api&utm_source=c5693b3d&v=2FB62845CC665D35227B04A0C1DCCA0D5FEE4986
de_5695174674,W2 Professorship for AI Infrastructure (f/m/d),Technische Hochschule Würzburg-Schweinfurt,"Zell am Main, Würzburg (Kreis)",Germany,Lehrberufe,,,,,2026-04-10,"For an initial period of five years, the scientist shall, in addition to teaching, initiate and carry out application-oriented research and development projects (up to nine weekly hours per semester, i.e. 50 percent of the current teaching load, are allocated for the latter). Furthermore, the scientist shall promote networking of users, processors and tool manufacturers, and implement practice-oriented projects - also and especially in the course of teaching. The position is permanent. Individu…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/land/ad/5695174674?se=Pnx1zbpK8RGHeeJAbmScBQ&utm_medium=api&utm_source=c5693b3d&v=43CC4929DF03B98908FC359D7F03E98604020E51
de_5709731401,Sr. Product Manager,vCluster Labs,"Berlin, Deutschland",Germany,Unknown,,full_time,115000.0,130000.0,2026-04-24,"As vCluster's Senior Product Manager, you'll own technical direction across one of three product surfaces — the vCluster platform , vNode , or vMetal . You'll partner directly with the Head of Product and Engineering leadership on the decisions that shape where the product goes next. Your Role as a Senior Product Manage r Technical Roadmap Ownership: Set the roadmap for your product surface and translate strategy into specs engineering can execute against. We'll align scope to your background —…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/details/5709731401?utm_medium=api&utm_source=c5693b3d
de_5717305536,Staff Product Manager,vCluster Labs,"Berlin, Deutschland",Germany,Unknown,,full_time,115000.0,130000.0,2026-05-02,"We're hiring a senior PM to own technical direction across one of three product surfaces — the vCluster platform , vNode , or vMetal . You'll partner directly with the Head of Product and Engineering leadership on the decisions that shape where the product goes next. Your Role as a Senior Product Manager Technical Roadmap Ownership: Set the roadmap for your product surface and translate strategy into specs engineering can execute against. We'll align scope to your background — a hyperscaler Kaa…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/details/5717305536?utm_medium=api&utm_source=c5693b3d
de_5686304385,Praktikant Softwareentwicklung - Dynamisches Startup (m/w/d),FREUNDE Messebau,"Darmsheim, Sindelfingen",Germany,IT-Stellen,,full_time,7236.0,14400.0,2026-04-01,"Du willst die Softwarearchitektur eines echten Produkts erstellen und maßgeblich von Anfang an beeinflussen? Bei uns arbeitest du von Tag eins an einem Produkt, das wirklich gebaut wird. Wir entwickeln eine innovative Tracking-Lösung und suchen jemanden, der tief in die Technik einsteigen will – von Hardware-Integration bis zur Software-Pipeline. Du musst nicht alles schon können: Wichtig ist, dass du lernbereit bist. Fehlendes Wissen eignest du dir bei uns im Team an – durch gemeinsame Arbeit …",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5686304385?utm_medium=api&utm_source=c5693b3d
de_5705883244,Werkstudent Softwareentwicklung - Dynamisches Startup (m/w/d),Workwise GmbH,"Sindelfingen, Böblingen (Kreis)",Germany,Unknown,contract,,,,2026-04-21," Über das Unternehmen FREUNDE ist ein Familienunternehmen mit Geschichte – und mit Zukunft. Vor 25 Jahren gegründet, realisieren wir seitdem Messestände für weltbekannte Konzerne ebenso wie für staatliche Auftraggeber und für kleine Unternehmen aus der Region. Wir kennen Messebau in jeder Dimension.  Was bieten wir dir? - 30 Urlaubstage - bis zu 5 Tage Home-Office in der Woche möglich - Fahrzeugpool (PKW, Sprinter, LKW) zur privaten Nutzung. - Flexible Arbeitszeiten/Vertrauensarbeitszeit (Kernz…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5705883244?utm_medium=api&utm_source=c5693b3d
de_5712485316,Werkstudent Softwareentwicklung - Python / Docker / CV / Home Office (m/w/d),Workwise GmbH,"Sindelfingen, Böblingen (Kreis)",Germany,Unknown,contract,,,,2026-04-28," Über das Unternehmen FREUNDE ist ein Familienunternehmen mit Geschichte – und mit Zukunft. Vor 25 Jahren gegründet, realisieren wir seitdem Messestände für weltbekannte Konzerne ebenso wie für staatliche Auftraggeber und für kleine Unternehmen aus der Region. Wir kennen Messebau in jeder Dimension.  Was bieten wir dir? - 30 Urlaubstage - bis zu 5 Tage Home-Office in der Woche möglich - Fahrzeugpool (PKW, Sprinter, LKW) zur privaten Nutzung. - Flexible Arbeitszeiten/Vertrauensarbeitszeit (Kernz…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5712485316?utm_medium=api&utm_source=c5693b3d
de_5684458012,Softwareentwickler C++ (m/w/d),MB Automation & Co. KG,"Roding, Cham (Kreis)",Germany,IT-Stellen,,full_time,,,2026-03-31,"Entwickeln von Systemen zur automatischen optischen Inspektion und Vermessung Optimieren und Erweitern bestehender Systeme und Einbindung in Industrie 4.0 Systeme Entwickeln neuer Algorithmen und SW-Konzepte zur Bildanalyse Aufnahme und Umsetzung von Kundenanforderungen Interdisziplinäre und internationale Zusammenarbeiten mit Forschungs- und Entwicklungsteams Hochschulabschluss als Ingenieur, Informatiker, Naturwissenschaftler oder vergleichbare Ausbildung Gute Kenntnisse der objektorientierte…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5684458012?utm_medium=api&utm_source=c5693b3d
de_5721184769,"Algorithmiker für Bildverarbeitung und Simulation (m/w/d) - Entwicklung, Qualitätsmanagement, IT",HENSOLDT,"Taufkirchen, Mühldorf am Inn (Kreis)",Germany,Technikerstellen,,,,,2026-05-07,"Über den Bereich Für den Bereich „Active Sensing Engineering“ suchen wir zum nächstmöglichen Zeitpunkt einen „Algorithmiker für Bildverarbeitung und Simulation (w/m/d)“ am Standort in Taufkirchen. Die Abteilung „Active Sensing Engineering“ ist verantwortlich für die Entwicklung von Systemen zum Selbstschutz von Land- und Luftfahrzeugen. Dabei wird der gesamten Produktlebenszyklus von der Angebotsphase über Entwicklung von Demonstratoren und Prototypen, Produkt- und Serienentwicklung sowie Unter…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5721184769?utm_medium=api&utm_source=c5693b3d
de_5716266924,Softwareentwickler C++ (m/w/d),MB Automation GmbH & Co. KG,"Roding, Cham (Kreis)",Germany,Unknown,,,,,2026-05-01,"Die 1981 im Herzen Bayerns gegründete Mühlbauer Group ist zu einem führenden Weltunternehmen in den Bereichen Parts & Systems, Halbleiterprodukte, Dokumentenlösungen & Ausstattung für Sicherheitssysteme und innovative Technologien für Elektromobilität herangewachsen. Mit über 4.000 Mitarbeitern, Technologiezentren in Deutschland, Malaysia, der Slowakei, Bosnien & Herzegowina, den USA und Serbien, sowie 35 Vertriebs- und Servicestandorten weltweit verfügt Mühlbauer über ein starkes Kompetenznetz…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5716266924?utm_medium=api&utm_source=c5693b3d
de_5489380962,Student: Bachelor-/Master-Thesis Softwareentwicklung (m/w/d) AR/VR/AI,TeamViewer Germany Karrieren,"Göppingen, Göppingen (Kreis)",Germany,IT-Stellen,,full_time,,,2025-11-10,"Beschreibung Position bei Teamviewer Germany GmbH Deine Aufgaben Arbeite im Rahmen Deiner Thesis an neuen Technologien in unserem Unternehmen und entwickle Spitzentechnologien im Bereich Mobile Computing, Augmented Realilty, Computer Vision etc. Arbeite an Projekten, die im Zusammenhang mit unserem innovatioven Augmented Reality-Produkt TeamViewer Pilot stehen (https://www.teamviewer.com/de/augmented-reality/) Beobachte die neusten technischen Entwicklungen in Deinem Bereich und mache Vorschläg…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5489380962?utm_medium=api&utm_source=c5693b3d
de_5716564231,"Algorithmiker für Bildverarbeitung und Simulation (m/w/d) - Entwicklung, Qualitätsmanagement, IT",HENSOLDT,"Taufkirchen, Mühldorf am Inn (Kreis)",Germany,Technikerstellen,,,,,2026-05-02,"Über den Bereich Für den Bereich „Active Sensing Engineering“ suchen wir zum nächstmöglichen Zeitpunkt einen „Algorithmiker für Bildverarbeitung und Simulation (w/m/d)“ am Standort in Taufkirchen. Die Abteilung „Active Sensing Engineering“ ist verantwortlich für die Entwicklung von Systemen zum Selbstschutz von Land- und Luftfahrzeugen. Dabei wird der gesamten Produktlebenszyklus von der Angebotsphase über Entwicklung von Demonstratoren und Prototypen, Produkt- und Serienentwicklung sowie Unter…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5716564231?utm_medium=api&utm_source=c5693b3d
de_5701892601,"Praktikum / Abschlussarbeit in der Technologieentwicklung - Software Programmierung Computer Vision, Machine Learning",Drägerwerk AG & Co. KGaA,"Buntekuh, Lübeck",Germany,Unknown,,,,,2026-04-16,"Praktikum / Abschlussarbeit in der Technologieentwicklung - Software Programmierung Computer Vision, Machine Learning - Drägerwerk AG & Co. KGaA - Job-ID P0067V044 Einsatzort: Lübeck SH Fachbereich: R&D Art der Anstellung: Vollzeit Dafür suchen wir Dich Studieren macht Spaß – noch mehr, wenn du die Theorie auch in der Praxis erleben kannst. Bei Dräger bringst du vom ersten Tag an deine Ideen ein und übernimmst Verantwortung für ›Technik für das Leben‹. In der Technologieentwicklung unterstützt …",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5701892601?utm_medium=api&utm_source=c5693b3d
de_5671208774,FPGA-Entwickler (w/m/d) für Embedded Bildverarbeitung,TRUMPF,"Schramberg, Rottweil (Kreis)",Germany,Stellen aus Fertigung,,full_time,,,2026-03-18,"As a family-run, high-tech company with nearly 19,000 employees at 71 locations worldwide, we are looking for forward thinkers with unconventional ideas and drive to join our team. Our company culture, which values collaboration and mutual trust, creates the ideal framework for boldly trying new things and questioning the status quo. Our technologies inspire people to develop and produce things that are currently unimaginable. Whether lasers, machine tools, EUV or electronics - TRUMPF is buildi…",AI_Engineering,Computer Vision Bildverarbeitung,https://www.adzuna.de/details/5671208774?utm_medium=api&utm_source=c5693b3d
